AABW,NAO,SFWF,N_SALT,SALT_500m,ICEFRAC,PD_0m,PD_200m,TAUX,AMOC
-8.578977,-100.25,-7.528034002665278e-06,-6597639168.0,35.81338386634216,0.6100093325737058,1.027826673858534,1.0284986868817756,-0.048867133,8.373254
-8.486891,-48.578125,-7.74024191061686e-06,-8265271296.0,35.809635862207536,0.6254812875043475,1.0278505162010347,1.0284991845171505,-0.038791537,8.085235
-9.472098,-154.375,-1.018293439979507e-05,-6722396160.0,35.806391772681735,0.6148911552597079,1.027861233649215,1.0285017972296857,-0.052240003,8.359743
-9.275705,409.3828125,-3.075441685036863e-06,-7631523840.0,35.80380033152972,0.5981386192488571,1.027825150547958,1.0285037327320017,-0.04742631,8.538648
-9.202484,-258.28125,-1.2950050521016288e-05,-9686604800.0,35.80443270385111,0.6172501768038879,1.0278071889547795,1.0285016706649293,-0.046391744,7.810104
-9.4936075,-396.4375,-6.1659964491266256e-06,-8009009664.0,35.807932979376744,0.616311467549167,1.0278277479536164,1.028501901220768,-0.051442478,7.9647007
-9.017327,-124.125,-1.3939320731575294e-06,-7899427328.0,35.80702391828986,0.5811868504339751,1.0278129543715375,1.028505527973175,-0.049362242,8.395949
-9.890388,-123.0546875,-7.823163450310044e-06,-7879545856.0,35.80692152274671,0.5908040273109995,1.0277073121652371,1.0285033190504034,-0.05381322,8.496385
-11.308789,-447.4375,-8.998046659473383e-06,-6249473024.0,35.808999685045976,0.6127970375922208,1.0277486143073415,1.0284964919090271,-0.050514758,8.817374
-8.476695,250.890625,-6.625994822259741e-06,-7840344064.0,35.81242089678151,0.6217065457367426,1.0277627478770124,1.028492204179155,-0.044480518,8.766302
-8.091561,146.6484375,-9.18011920645298e-06,-7243513344.0,35.81574713536935,0.6008193369270884,1.027776354212102,1.0284853252958743,-0.054357514,7.5350633
-12.004974,-226.375,-7.778173344013779e-06,-8723907584.0,35.81711070728549,0.5946270266455637,1.0278056336612236,1.0284747615773626,-0.065154456,8.38123
-11.293654,-2.1171875,-7.375670642557817e-06,-8384749056.0,35.818899760874665,0.609264167083893,1.0277876134325818,1.0284763934764456,-0.052580953,8.429498
-8.593362,-234.015625,-8.66366035912239e-06,-5555745792.0,35.81474478669869,0.614225597943611,1.027790818757158,1.028477297437952,-0.039918825,8.292995
-8.4919615,-171.6796875,-1.1128147754533808e-05,-6093609984.0,35.811169222651834,0.6326510793878697,1.0278388365982023,1.0284793417504494,-0.03681989,8.465212
-9.147284,-154.359375,-7.166913493126403e-06,-5845011456.0,35.8102623301267,0.6205433822433406,1.0278243979787438,1.0284861795445706,-0.047526613,7.806953
-9.456884,-242.09375,-1.236497096709086e-05,-6722919936.0,35.80996878572213,0.6422170206933515,1.0278253591642148,1.028491109990059,-0.052614175,8.582351
-8.670241,-295.9375,-3.5790387344679227e-06,-6499890688.0,35.80884502716459,0.613902643134376,1.0276896813051488,1.0284919267005108,-0.05758156,7.690077
-7.957396,-339.4140625,-1.2569627512429317e-05,-6068752384.0,35.808419624348325,0.6352318345198,1.0277311031411334,1.0284895686393087,-0.027762989,7.808104
-8.82916,-63.5859375,-1.12443801373436e-05,-7467213824.0,35.80987716398806,0.6253470379312299,1.0278061216439658,1.02848564842914,-0.058077414,8.547963
-8.836461,-168.3203125,-1.030833952817249e-05,-11313961984.0,35.81066221291397,0.62462415417455,1.0278023326300023,1.028481886488326,-0.039483767,8.29583
-10.75858,4.171875,-1.2401520143632506e-05,-9510185984.0,35.80998631164393,0.656181363681147,1.0278260957419387,1.0284767054496928,-0.06196893,8.047243
-10.391725,-225.9921875,-9.493004986061684e-06,-9405200384.0,35.81079252376113,0.6452166340908055,1.0277621472269538,1.0284713379880217,-0.058139913,8.071454
-8.892864,29.5625,-9.17425891532437e-06,-7663293952.0,35.814592267807754,0.6445378400767368,1.0277516849157289,1.0284706995842303,-0.0490054,8.506428
-8.724458,-158.5234375,-7.492691052072025e-06,-7790150144.0,35.81721930294382,0.6293968679183308,1.0277304346483898,1.0284720332064528,-0.040092777,8.603074
-9.996952,-97.2109375,-7.241991295327413e-06,-7732002816.0,35.8180853673654,0.5985957875430662,1.0277371682771823,1.028472997533514,-0.048375502,8.447329
-9.042202,-493.6953125,-6.6222245044131935e-06,-9927051264.0,35.8194544789711,0.6039170996330844,1.0277509730521257,1.0284750215550686,-0.04715091,8.372689
-8.87423,48.8125,-6.700844186007411e-06,-8519493120.0,35.821643671632124,0.5975106667901855,1.0277180368822765,1.028470829446265,-0.034463514,8.171448
-9.445923,-242.625,-1.022797015156248e-05,-7085309440.0,35.82171904886724,0.5889732996790068,1.0276899529181844,1.028450534191537,-0.058151186,8.389746
-10.529107,-485.0390625,-5.556722586714098e-06,-8640216064.0,35.825070324486234,0.6181188329889361,1.0277290722218957,1.0284392547100147,-0.056743853,9.081361
-9.252105,114.5390625,-7.20564420451964e-06,-5212385280.0,35.83127040025184,0.6118329418598781,1.027700633052888,1.0284377166565428,-0.05084396,8.649746
-7.654037,-131.7109375,-1.1214804643354789e-05,-6714942464.0,35.83444175424502,0.6104151392052396,1.0276294837637645,1.0284276589434198,-0.04291819,8.087369
-11.293159,-413.484375,-1.0533356458247756e-05,-6974591488.0,35.83601329123327,0.6295722028232072,1.027735140265488,1.0284212566436606,-0.053511936,8.417926
-9.959139,-171.25,-1.2081110572035098e-05,-7189007360.0,35.83945716443912,0.6472060150978601,1.027794468693617,1.0284278410546324,-0.051513325,8.407114
-8.92036,-92.3515625,-7.1760374697430925e-06,-6614946816.0,35.84246502859032,0.6375238979380811,1.0277315353959555,1.0284335836451104,-0.04333753,7.9818535
-10.076201,-288.3671875,-9.4426092129804e-06,-7038434816.0,35.84202309541924,0.6593725133328311,1.0277522867772635,1.0284353941044908,-0.04683421,7.3921666
-5.8004966,235.09375,-8.108964746781905e-06,-6854949888.0,35.84017543152013,0.6181363752421021,1.0276876923029985,1.0284336272706376,-0.02468387,7.3869233
-10.188142,-132.9609375,-8.252516024963421e-06,-9649349632.0,35.83819587963804,0.6168408008961705,1.02773756103787,1.0284329026303394,-0.041992765,7.708835
-10.636636,118.765625,-1.0912874627731354e-05,-9110336512.0,35.84106285627498,0.6420501028242143,1.0277753908459732,1.0284355564320342,-0.054638598,8.024304
-10.557254,-159.609375,-1.0505816821198162e-05,-6739953152.0,35.84452888823911,0.6195310148207985,1.0277314108561697,1.0284375761417632,-0.0612889,7.164831
-10.602746,136.7265625,-5.21935011312488e-06,-7547527168.0,35.848172121269755,0.6188992544872841,1.0276969964426708,1.0284391517334797,-0.05504516,6.3246384
-9.062007,-53.703125,-3.97724405143407e-06,-9389254656.0,35.84910342982881,0.6080147917279343,1.027619065065694,1.0284366478311255,-0.057236478,6.297209
-9.435603,68.0078125,-1.1095376442210548e-05,-5379830272.0,35.8471328479067,0.5925166482829809,1.0276202314752874,1.0284307035994025,-0.056132898,5.762295
-8.025481,26.265625,-1.2010774644961514e-05,-7038176256.0,35.85040360088496,0.6185508862066248,1.0276733052924396,1.0284260260297895,-0.04801661,6.4820805
-9.179398,-553.3515625,-1.155747921032804e-05,-6694217216.0,35.85557704994537,0.6232662644833908,1.0277429756110277,1.028426595444375,-0.05175264,6.9096227
-11.054267,-48.6171875,-9.463786615726014e-06,-7173465600.0,35.86063619608719,0.647946993911925,1.0277436489496774,1.0284351866295998,-0.049820397,6.567719
-9.736455,-117.890625,-1.3955635321294222e-05,-11545154560.0,35.85628842691426,0.635947695136565,1.0276731090332434,1.0284315710372114,-0.0567497,6.1765866
-8.913814,-505.4609375,-1.032621583392704e-05,-9418912768.0,35.85028490170028,0.633742646149282,1.027709753775015,1.0284280936768715,-0.040105112,6.632784
-8.92546,-250.4296875,-7.595368787125306e-06,-6408402432.0,35.85008162860723,0.6276067468685748,1.0276569493902408,1.0284341046150691,-0.060216215,7.273105
-10.036816,24.75,-6.865682328568515e-06,-8923955200.0,35.85032391609764,0.5944777789439589,1.0276107036970494,1.0284275935051288,-0.055693585,6.9933248
-7.9034495,-288.9609375,-1.3000606404647502e-05,-7584011776.0,35.85061113224473,0.6351951393850565,1.02764845936279,1.0284178918980538,-0.041270748,6.7448764
-7.511328,-300.96875,-1.434934016907064e-05,-5567013376.0,35.85056287188863,0.6359194193779937,1.0277300297729368,1.028416055567721,-0.038140282,6.9749455
-9.05233,61.0390625,-7.796066010050925e-06,-8298182656.0,35.8528657760423,0.6224510889314843,1.0276863902080349,1.0284188886906238,-0.051177733,6.194488
-10.678059,32.859375,-1.1533357782423266e-05,-8512645632.0,35.85232693773215,0.6203160889823872,1.0276575917150916,1.0284113840853917,-0.064139366,7.39714
-8.7961235,-384.5078125,-1.0902775870702902e-05,-8531309568.0,35.85250428665516,0.6244176508274298,1.0276673811722576,1.028405724941416,-0.03939739,7.2653146
-9.80355,-80.328125,-1.0588543509059974e-05,-8850770944.0,35.856528427557734,0.6162606548217203,1.0276721231336516,1.028407122987382,-0.05315431,7.844841
-7.997891,218.28125,-1.0877293554814074e-05,-6409130496.0,35.85913112551667,0.6115845273137287,1.0277041863135206,1.0284101902170384,-0.027732283,7.366238
-10.919598,-214.65625,-1.16887819545826e-05,-5163095552.0,35.859992645815666,0.6358187897009581,1.027725391513933,1.0284092860018954,-0.053820804,7.8169117
-9.969566,60.6875,-5.098528635330309e-06,-8416282112.0,35.85786598658993,0.6061566037891074,1.0276945044354695,1.0284113325971238,-0.054003302,8.175998
-10.06029,435.5234375,-7.691007116897681e-06,-5887029248.0,35.852316144208885,0.5784506811972582,1.0276126752539378,1.0284020601434911,-0.048522983,7.369535
-10.188994,-187.0078125,-1.3729497563594926e-05,-8410499072.0,35.84872544951525,0.6127303645359158,1.0276424911448625,1.028394557567353,-0.054069877,7.4897075
-12.045426,-122.0390625,-5.832688829137466e-06,-8038920704.0,35.84774593974269,0.6089727473524059,1.02771347615777,1.0283996952340957,-0.05464953,7.4046683
-8.929963,-315.671875,-8.449120246083446e-06,-8161766912.0,35.848752625536854,0.6221270585295618,1.0276626430875886,1.0284076381236948,-0.045919415,6.961907
-8.283342,-30.1640625,-5.748556786794719e-06,-7226445824.0,35.847750207866504,0.6259296419138991,1.0276323707123114,1.0284046736169368,-0.044094693,6.2533317
-9.9498415,-146.2421875,-1.169782174095102e-05,-10345341952.0,35.84578029622711,0.6262224705066425,1.027609000603358,1.0283964187540906,-0.0534493,6.27282
-8.282918,-229.03125,-1.1616506076315652e-05,-5616226816.0,35.840285200173234,0.6324379549223522,1.02765752266093,1.0283925822440614,-0.032402635,6.0426345
-10.563699,-269.1875,-4.354564508249991e-06,-9946374144.0,35.840025031905455,0.6321228177015049,1.027667615956407,1.028400093697487,-0.046467245,7.5119414
-9.934899,-121.96875,-1.0990376779549538e-05,-9139620864.0,35.84428871016786,0.6345115500510777,1.0276331475110558,1.0284016781664909,-0.04279399,6.13773
-11.795117,-463.5625,-1.5313925977111246e-05,-7439416320.0,35.84409415075021,0.6492154131313631,1.0276577276427572,1.0284002167113284,-0.060340777,6.8301864
-11.077933,-18.328125,-1.0885931411206291e-05,-7106414592.0,35.84616568907903,0.6476820281544254,1.0276695310584898,1.0284006060437954,-0.06631214,6.422514
-9.886383,-455.3046875,-9.328623344610302e-06,-7019371008.0,35.84432034159816,0.6365162644615339,1.0276480758093236,1.0283991773077783,-0.058261182,5.978151
-10.260533,-467.1328125,-1.3637668888739288e-05,-6644192768.0,35.84285764669571,0.656902360374564,1.0276599058775395,1.0283963938976857,-0.054648798,5.8920617
-9.003008,294.3984375,-3.719025144703885e-06,-9039740928.0,35.83945330045636,0.6417445772670666,1.0275594262572807,1.028393286086143,-0.049705774,7.5017314
-9.438124,50.734375,-1.111562218094193e-05,-6721652224.0,35.833075353341506,0.5989978826522323,1.02744422647042,1.0283736419170462,-0.05401773,6.978832
-7.791968,42.8984375,-1.0950677733807733e-05,-8987118592.0,35.83275378520482,0.6109558773381044,1.0275790301280292,1.028367728375374,-0.041094046,7.84565
-10.072925,-89.3671875,-1.5427323326488094e-05,-7778211328.0,35.83936797740848,0.6497900446132311,1.027672115137907,1.0283730245651084,-0.049333602,8.224365
-9.167722,23.3125,-7.727952011461364e-06,-5447597568.0,35.84629821777344,0.6337691530673814,1.0276340035403646,1.0283773493259512,-0.03943975,6.7964835
-8.931188,127.9453125,-1.1954266175838028e-05,-6089717760.0,35.8508687376668,0.6481590121463038,1.0276112558880472,1.0283738458410223,-0.045322612,5.3054233
-10.22879,20.734375,-1.2676591164977036e-05,-7193488384.0,35.85565801615555,0.6536500466463622,1.027623830045142,1.028372564467978,-0.033711936,4.9480834
-9.875512,132.390625,-9.877957977253582e-06,-8355595264.0,35.85314458408405,0.6200862877703912,1.0276125570138297,1.028375457956436,-0.053680096,5.5401664
-9.034069,-341.53125,-6.987084193931264e-06,-8027997184.0,35.851245485842995,0.62020398621947,1.0275774418823118,1.028386517281228,-0.048912976,5.487423
-11.907532,-114.90625,-1.0401062151298552e-05,-7026591232.0,35.85414456705098,0.6349665302198749,1.027623993594472,1.028392291829941,-0.06329974,5.342094
-10.216168,-43.1328125,-1.0609315593258567e-05,-7377562624.0,35.85503806377874,0.6377456981196398,1.0275650273978223,1.0283953841696394,-0.047845136,5.8562107
-10.488559,52.734375,-1.1164993856473903e-05,-4022590720.0,35.8549084626427,0.6257830932257397,1.0275383077985871,1.0283929769029008,-0.054546278,6.125131
-9.162192,94.8125,-1.2503755371828976e-05,-8223550976.0,35.857636197900895,0.6390483035975194,1.027579175747507,1.028392197477057,-0.042449668,6.0208726
-8.703031,415.984375,-1.343275216012392e-05,-8269074432.0,35.860102138470005,0.6347371719439252,1.0275926602080585,1.0283913135528564,-0.036143012,6.312795
-8.49919,7.8515625,-1.1646161595705406e-05,-7338694656.0,35.8580726603821,0.6045940392050397,1.0276382817485468,1.0283829531771072,-0.04598498,5.5057483
-9.710889,-149.4296875,-1.5038476169736173e-05,-6951761920.0,35.86132092931782,0.6316792548908173,1.0277140029077607,1.0283878704334828,-0.056372352,5.7096615
-8.537033,-237.4296875,-1.223606754136155e-05,-4248299520.0,35.8670522408892,0.6444967423794878,1.0277686463138922,1.028400175622169,-0.031270634,5.1498446
-11.612611,-223.0625,-6.678442625310639e-06,-8359748608.0,35.86394137005473,0.6329990590935873,1.02769326146056,1.0284073789068993,-0.064825155,5.5307345
-10.047081,-225.921875,-1.0233537929376704e-05,-6838377472.0,35.85554612822619,0.6454413020001084,1.0276525219281514,1.0284073096640567,-0.053954054,5.430887
-9.974996,473.9921875,-9.944619806442156e-06,-6908921856.0,35.84955288396633,0.6224453645930529,1.027634962787473,1.0284008685578692,-0.049673982,5.5680103
-11.668339,-161.484375,-1.2169448566732085e-05,-8155839488.0,35.842440040844664,0.6391931423434775,1.0276096567390411,1.02838894636073,-0.069812864,6.4894557
-11.575179,-409.734375,-6.761443989921275e-06,-7887809024.0,35.84257290468044,0.6334235788751054,1.0275570490980537,1.028384081860806,-0.054080267,6.571964
-10.990144,-45.84375,-9.358520918833325e-06,-5144199680.0,35.845582789536905,0.6393409330551852,1.02756884354886,1.0283796701025456,-0.055086862,6.6202445
-6.1829925,-86.46875,-1.0848171049546772e-05,-7233833984.0,35.845330644947616,0.6097539481397689,1.0275448856314993,1.0283750749648886,-0.038400773,6.36772
-7.120802,22.1640625,-1.191934022415353e-05,-7493883392.0,35.84608260359259,0.6393407033465337,1.0276134934851793,1.0283729312267709,-0.035415515,6.56004
-12.534451,-213.9609375,-7.886556468544994e-06,-8788231168.0,35.84765220858946,0.6164626509168253,1.0276230496119678,1.0283750990603833,-0.06261644,6.531937
-11.243739,20.359375,-1.0167505766175954e-05,-9501487104.0,35.85063873212159,0.6363824897640976,1.0276311364600328,1.028380136033322,-0.06404464,6.6595116
-9.648496,19.578125,-1.6143263851930448e-05,-8727151616.0,35.8527507141271,0.654173817638366,1.0277093430844748,1.0283828570487652,-0.059422653,6.145821
-10.1576395,-60.2421875,-7.137094037488154e-06,-7558000128.0,35.85260517406217,0.6290243698555665,1.0276958406940708,1.0283882349095446,-0.0467539,5.2728047
-11.119111,198.125,-1.3175996985878544e-05,-8999713792.0,35.85050994912475,0.625534639637408,1.0277070502440135,1.028395665960109,-0.05810874,5.033173
-8.771173,250.296875,-8.567529194984104e-06,-8031681024.0,35.84657644424636,0.6280347960643363,1.0277413309105043,1.028398014383113,-0.05483458,5.6383977
-9.344128,82.921875,-8.550298801128045e-06,-9443059712.0,35.845335041213715,0.6107881410152913,1.027726872665126,1.028402723657324,-0.05185448,5.5554614
-9.480967,-295.2890625,-8.047952489041303e-06,-7883103744.0,35.843982538819624,0.5984444098818736,1.0277567425879035,1.028408938519498,-0.05285279,4.94015
-7.859591,42.6796875,-1.2343112992776858e-05,-8231280128.0,35.83649246452391,0.6126186872485656,1.027823694353181,1.028417261357003,-0.04800157,5.414614
-11.260074,-177.4140625,-8.712462821272086e-06,-7669494272.0,35.83209543942789,0.6313220094173934,1.0277853094465363,1.0284243233660435,-0.054464597,5.6137757
-10.104303,-164.875,-9.57054744006106e-06,-6690926080.0,35.826815849126774,0.6297113767341216,1.0277683032237417,1.0284236738022337,-0.049440272,6.1249843
-9.250985,-251.4375,-8.503026701224153e-06,-7103733248.0,35.82049771488791,0.5974930806011495,1.0276746556041687,1.0284185330918494,-0.042616703,5.893869
-10.171853,-144.390625,-1.2001429684167166e-05,-9074096128.0,35.81845058273591,0.6228212789283134,1.0276393313718035,1.0284150466005852,-0.04784317,6.5695453
-9.819644,118.0703125,-9.776877024715908e-06,-8225515520.0,35.81799569733691,0.6336424411644354,1.0276520179539193,1.028409488150414,-0.050031748,7.4868426
-7.525055,-241.53125,-1.1730307853937685e-05,-6340564992.0,35.81487665496747,0.6179368650670464,1.0276585257634885,1.0284008282296202,-0.035352487,8.271087
-8.543727,-105.328125,-8.453366213967868e-06,-7732303872.0,35.81823153828466,0.6333270106406417,1.0276331346694048,1.0283994258718288,-0.053754747,8.706855
-10.074359,-222.5625,-1.392355692174058e-05,-7014595072.0,35.82027249989275,0.6515087516211983,1.0276207562869155,1.0283941068547835,-0.045559306,7.929634
-9.323747,-62.1171875,-8.72601371711146e-06,-5877399040.0,35.81995095147027,0.643433234865976,1.0276337299889666,1.0283886227201908,-0.052061312,8.500474
-9.611054,-342.40625,-1.0818338113468632e-05,-6165091328.0,35.82410396408357,0.6357618734491552,1.0276128940465974,1.0283856500970556,-0.035102274,8.425701
-10.3533,-149.5625,-8.148941931022393e-06,-7367518208.0,35.829233598339464,0.6172238537449933,1.0276318400855955,1.0283858831892625,-0.047957376,8.031342
-8.467067,-49.9609375,-8.657871931831153e-06,-5885233664.0,35.835940092417005,0.6291443011717396,1.0276259246880446,1.0283884555735487,-0.046755917,7.464058
-11.208782,312.390625,-1.022383479618727e-05,-6213751808.0,35.83820260217948,0.6165739954770592,1.0276077816156837,1.0283820900511234,-0.060899444,6.8903146
-11.187916,-520.3125,-1.030026643990775e-05,-7943670272.0,35.84111073220423,0.6108523974611065,1.0276230532463972,1.028376368005225,-0.053290334,7.4487767
-9.770804,-115.3671875,-1.203303515141412e-05,-8446532096.0,35.846884892584434,0.6475563384416697,1.0276888977221357,1.028383063762746,-0.05015049,7.992061
-9.488121,-290.0,-6.6689458307909325e-06,-8042338304.0,35.8500528655927,0.634900141372782,1.0276640309550895,1.0283872680461152,-0.051593296,7.945801
-9.002223,-92.515625,-4.355049356545198e-06,-6760075264.0,35.85306361787387,0.6297395370523494,1.0275855563520415,1.0283817811215177,-0.041206803,8.021473
-9.059953,-10.84375,-1.0399361881070418e-05,-7290467840.0,35.853295210412,0.631192114771693,1.0275966241592314,1.0283678967902,-0.04902814,7.8690643
-8.337472,-214.7109375,-1.5151670406065408e-05,-9062375424.0,35.85592145698015,0.6462089006284563,1.0276528936091478,1.028366658028136,-0.045023765,7.1315217
-9.760509,141.3203125,-9.046058361758422e-06,-8317534720.0,35.85802247789171,0.6163474350305478,1.0276634727067095,1.0283701046984246,-0.04150114,8.111371
-9.85621,250.0546875,-1.4215541384957088e-05,-7072137728.0,35.86122467474728,0.6443507031356907,1.0277097460215654,1.0283758188815828,-0.038507883,7.133764
-11.612357,-541.6640625,-5.31738564751093e-06,-9060226048.0,35.86625949356907,0.6341746547410972,1.0276815876728151,1.0283846964227392,-0.04728007,7.160824
-9.483603,178.546875,-4.816884655827896e-06,-9301306368.0,35.86831056856062,0.5931165995431608,1.0276609043764875,1.0283918086518633,-0.05670111,6.5236917
-9.763064,-219.7578125,-1.2831992092714624e-05,-6874042368.0,35.866343338052125,0.6144759026143826,1.0276263903796188,1.0283826665675386,-0.05008903,6.041104
-8.536062,-53.703125,-1.234621159736206e-05,-6709787648.0,35.86765713161893,0.6383044439092677,1.0276825016107016,1.0283827309912823,-0.044368178,6.277525
-8.49025,-150.0078125,-1.256939972398132e-05,-9751142400.0,35.869651597291615,0.6459740076716116,1.0276880363623302,1.0283900993935606,-0.033423156,5.887686
-8.556176,15.3125,-1.184791610478667e-05,-8202213376.0,35.86753763400923,0.6333579592925768,1.0276780756023842,1.028390737543715,-0.039478984,5.294348
-9.707673,-316.78125,-9.99131390630707e-06,-10184694784.0,35.87031774003376,0.6252263674917534,1.027649770664975,1.0283988673636253,-0.040147536,5.58387
-8.866499,-99.9375,-1.0629810730926868e-05,-6434416128.0,35.87115901385167,0.6438250950316918,1.0277077630767977,1.0283998474161675,-0.055589285,4.986751
-12.490314,-25.9140625,-4.761923612790504e-06,-7528524800.0,35.871111344921495,0.6357769887223791,1.0276380820972164,1.02840234751397,-0.05404011,4.799418
-10.120088,-107.65625,-1.2766794195461978e-05,-8000513024.0,35.871809059951346,0.6373461700726087,1.027669995053997,1.0284020621725851,-0.030111816,6.5742817
-10.264493,-339.7578125,-1.3964934576820637e-05,-7811639296.0,35.87695586527349,0.6554119706391551,1.0277360399079516,1.0284035586296243,-0.0709344,7.1791387
-10.913425,-159.21875,-7.386228653547237e-06,-8153602048.0,35.87998740617619,0.6258666445392009,1.027646867482643,1.0284058101633762,-0.051494673,6.4098916
-9.988672,-170.703125,-1.35837697955314e-05,-7020465664.0,35.87981705579339,0.6529493295650658,1.027612058370094,1.0284016710646608,-0.05647281,5.8318477
-9.822337,-146.3515625,-5.288588410056311e-06,-8668028928.0,35.877768918217306,0.6129894971988202,1.027505758332043,1.028390138199989,-0.0502834,6.8281574
-10.121441,-251.6015625,-1.0669729480065972e-05,-6736030208.0,35.877518153621864,0.623725676063259,1.0275277706181132,1.0283794565403714,-0.039475407,7.8025937
-7.5612197,-181.25,-1.4439968930455076e-05,-4423629312.0,35.878230457158054,0.6434746432047783,1.0275660006980585,1.028378112519041,-0.02908554,7.7355723
-10.992638,-435.8984375,-6.124141120704858e-06,-7044722688.0,35.87990167898725,0.6323625218295396,1.0274987695662956,1.0283753942936025,-0.048290167,8.197404
-8.388114,-87.34375,-1.0599522313257711e-05,-7828065280.0,35.87725235695063,0.6293409850289512,1.0274297059551487,1.0283653900978411,-0.054582223,8.615928
-9.78304,-18.3984375,-1.1371248568753512e-05,-6523752448.0,35.8774132839469,0.6182165155332768,1.0274330937280889,1.028354492339682,-0.055276386,8.042308
-10.268407,-284.6640625,-9.028556007674766e-06,-6984737280.0,35.87394952897262,0.6167787776642703,1.0274538373559472,1.0283455554475176,-0.04766663,8.694666
-8.654584,78.8125,-1.1676726436723092e-05,-7844263936.0,35.87337918737446,0.6076845985984013,1.0274753628707514,1.0283396041139643,-0.043120496,9.142253
-9.626188,-136.796875,-1.521589478321522e-05,-6998420992.0,35.87527770404668,0.6407792345689813,1.0276195954501144,1.0283442738208366,-0.049186096,8.618856
-8.830409,150.7421875,-8.66170396404754e-06,-7008183296.0,35.87910943437917,0.6179404079878926,1.027647942062316,1.0283538260358445,-0.045576733,6.842184
-8.267066,-450.140625,-1.2293707636757396e-05,-9385981952.0,35.88031537157004,0.6442388655850664,1.0276812205954295,1.0283627020551804,-0.041914728,5.254462
-8.326317,-213.0078125,-8.292239189442945e-06,-7674722816.0,35.88237620508948,0.6311724079459964,1.0276468686941194,1.0283721969482746,-0.037631348,5.281827
-9.809268,-139.9921875,-9.926270606911072e-06,-9599405056.0,35.88055714649131,0.6301424355187919,1.027673825742753,1.0283814311027526,-0.044018123,5.612322
-8.6198,116.328125,-7.142870365543593e-06,-9347189760.0,35.87589357558455,0.5979338821847099,1.027593577295784,1.0283825354373202,-0.052491844,5.82602
-9.046127,-7.5390625,-7.309628035897059e-06,-9314653184.0,35.872554601624955,0.6202314995286239,1.027590699796754,1.0283786646863249,-0.04245366,7.2426667
-9.864735,-298.640625,-9.954812953299894e-06,-8890810368.0,35.873675432624125,0.6124343119730232,1.0275539561984983,1.0283794813967766,-0.043986157,6.0192204
-9.031737,150.3125,-7.493819499444155e-06,-6096790528.0,35.873171991156056,0.6024267016443142,1.0275938271022425,1.0283798420682866,-0.049087618,6.4679832
-12.439105,5.5234375,-9.60675921617668e-06,-8227277312.0,35.869442311368246,0.5878131567030019,1.0275867758243065,1.0283774885725467,-0.06284739,5.723554
-10.752998,-80.5078125,-8.486405214547514e-06,-7950411264.0,35.87085725848373,0.5903400911302015,1.0276282759216744,1.028379362187487,-0.062426798,6.0563426
-10.169688,-47.0,-1.1023447278893034e-05,-9884418048.0,35.87247536040708,0.612962244461111,1.0276788897146054,1.0283839984143035,-0.046533365,6.8584266
-10.16244,-86.5625,-1.5058974865449024e-05,-10518428672.0,35.87312000481657,0.6270502841386284,1.027648453063112,1.02838389214049,-0.054092366,6.328256
-9.532617,-202.5078125,-1.3343089599513794e-05,-10650182656.0,35.87589000731476,0.6556304375299078,1.02767322581958,1.028386423435617,-0.04829404,6.827085
-7.1496625,463.796875,-9.40241147351813e-06,-6568299520.0,35.87692713183026,0.6229849154521313,1.0276556896969555,1.0283846335208162,-0.04483903,7.611959
-10.256611,51.640625,-8.562654836549608e-06,-6931878912.0,35.87501629378445,0.6144643357068466,1.0276442182257892,1.028380442172923,-0.056074977,6.6775146
-10.065421,51.65625,-1.157884966252e-05,-7521838080.0,35.87348662975223,0.6263972060181308,1.027740236220321,1.028382575004659,-0.04177113,7.601973
-10.840476,-440.2109375,-1.4789778884008024e-05,-7499370496.0,35.87366790180059,0.6607199343901206,1.027763536063636,1.0283910880697535,-0.065426685,7.3267155
-9.7270355,271.875,-7.441074813395849e-06,-8288940544.0,35.87447456734433,0.6458006794218818,1.027710200082965,1.0283977599854166,-0.045391325,6.81555
-7.3035254,-54.203125,-1.3582197884876748e-05,-5912030208.0,35.86645006086167,0.6409445964369903,1.0276526215115214,1.028391547913247,-0.04484698,7.091372
-11.105649,-22.015625,-9.630804789763144e-06,-7414900224.0,35.86254759598764,0.6307910244443823,1.0276541470027551,1.028390279222042,-0.06599298,6.287537
-10.134721,-391.328125,-8.440669420486776e-06,-8234855424.0,35.85880012413636,0.6113406917526542,1.027631283290987,1.0283902322992369,-0.046948127,6.2960944
-9.35625,-469.3515625,-1.0071953479464242e-05,-8659059712.0,35.85643816610332,0.6248441058966515,1.0276406962212508,1.0283917594463268,-0.053707063,6.0575714
-8.841565,-371.8203125,-1.2925637312954117e-05,-9413803008.0,35.855844118182354,0.6261339738327175,1.0276377380378847,1.0283918177827875,-0.05491451,6.1151104
-8.044768,-125.28125,-8.515573862752527e-06,-7131597312.0,35.85507839902735,0.6177566360996328,1.0275684643567091,1.028389502839839,-0.048891928,5.5981865
-7.463047,-2.828125,-1.123925092848108e-05,-9094631424.0,35.852552123156016,0.628373616176153,1.027607567426635,1.028384883353051,-0.047427528,5.9851556
-9.148265,-41.7734375,-9.545697149727432e-06,-9064827904.0,35.85371647324673,0.6053839117030293,1.0276253196766707,1.0283808104535366,-0.045855448,6.734031
